date,o,h,l,c,v
2020-07-02 16:00:00+00:00,210.0,210.15,209.48,209.59,3238610
2020-07-02 20:00:00+00:00,209.6,209.88,209.51,209.6,342490
2020-07-03 04:00:00+00:00,210.0,211.97,210.0,211.18,15743970
2020-07-03 08:00:00+00:00,211.18,211.21,209.0,209.98,18055370
2020-07-03 12:00:00+00:00,209.98,210.62,209.35,210.08,15464000
2020-07-03 16:00:00+00:00,210.5,211.49,210.21,210.65,970130
2020-07-03 20:00:00+00:00,210.66,210.95,210.6,210.95,369340
2020-07-07 04:00:00+00:00,212.9,214.23,210.71,212.9,11131680
2020-07-07 08:00:00+00:00,212.89,213.43,210.91,211.15,14809750
2020-07-07 12:00:00+00:00,211.14,212.6,210.9,211.41,16698960
2020-07-07 16:00:00+00:00,211.42,211.9,210.8,210.82,1694210
2020-07-07 20:00:00+00:00,210.82,211.0,210.51,210.53,374610
2020-07-08 04:00:00+00:00,210.8,211.68,210.15,210.88,7750260
2020-07-08 08:00:00+00:00,210.94,211.42,209.3,210.35,12316180
2020-07-08 12:00:00+00:00,210.39,212.29,209.42,209.42,20543490
2020-07-08 16:00:00+00:00,209.6,210.72,209.6,210.65,988300
2020-07-08 20:00:00+00:00,210.64,210.97,210.42,210.97,401440
2020-07-09 04:00:00+00:00,210.7,211.34,209.78,210.39,5136160
2020-07-09 08:00:00+00:00,210.41,211.29,210.03,210.5,9874730
2020-07-09 12:00:00+00:00,210.47,211.7,208.1,208.72,28067780
2020-07-09 16:00:00+00:00,208.85,209.4,208.53,209.21,1832310
2020-07-09 20:00:00+00:00,209.29,209.32,209.0,209.11,218150
2020-07-10 04:00:00+00:00,207.5,207.9,206.57,207.59,10443430
2020-07-10 08:00:00+00:00,207.62,208.45,206.9,207.76,13504770
2020-07-10 12:00:00+00:00,207.75,212.6,207.39,212.6,23277000
2020-07-10 16:00:00+00:00,212.5,212.5,211.5,212.17,2747080
2020-07-10 20:00:00+00:00,212.16,212.59,212.1,212.28,659310
2020-07-13 04:00:00+00:00,213.86,214.2,211.48,211.48,10557950
2020-07-13 08:00:00+00:00,211.5,212.49,210.24,210.5,17712650
2020-07-13 12:00:00+00:00,210.5,210.85,209.68,210.16,19445290
2020-07-13 16:00:00+00:00,210.06,210.51,208.11,208.14,3092960
2020-07-13 20:00:00+00:00,208.2,208.59,208.15,208.39,350830
2020-07-14 04:00:00+00:00,208.38,208.51,205.7,205.89,14460670
2020-07-14 08:00:00+00:00,205.89,207.67,205.75,206.62,24085220
2020-07-14 12:00:00+00:00,206.62,209.06,205.81,209.06,25287850
2020-07-14 16:00:00+00:00,209.03,209.3,208.43,209.25,1589410
2020-07-14 20:00:00+00:00,209.21,209.58,209.2,209.5,573590
2020-07-15 04:00:00+00:00,210.29,210.33,207.65,208.45,10673620
2020-07-15 08:00:00+00:00,208.43,211.8,208.07,211.42,16702330
2020-07-15 12:00:00+00:00,211.42,211.53,209.08,211.11,19954240
2020-07-15 16:00:00+00:00,210.7,211.42,210.36,210.8,1914650
2020-07-15 20:00:00+00:00,210.81,211.17,210.78,211.09,198620
2020-07-16 04:00:00+00:00,209.7,210.59,209.16,209.47,5518530
2020-07-16 08:00:00+00:00,209.47,210.43,208.63,209.96,11321650
2020-07-16 12:00:00+00:00,210.0,212.6,209.81,212.1,20108110
2020-07-16 16:00:00+00:00,212.04,212.04,211.04,211.57,1879550
2020-07-16 20:00:00+00:00,211.56,211.57,211.27,211.35,158350
2020-07-17 04:00:00+00:00,211.68,212.18,210.45,210.58,6160240
2020-07-17 08:00:00+00:00,210.6,212.1,209.86,210.87,16625810
2020-07-17 12:00:00+00:00,210.86,211.42,210.12,210.73,12073370
2020-07-17 16:00:00+00:00,210.52,210.9,210.52,210.79,1006080
2020-07-17 20:00:00+00:00,210.88,210.94,210.81,210.81,258140
2020-07-20 04:00:00+00:00,210.27,210.43,209.08,209.5,6317100
2020-07-20 08:00:00+00:00,209.5,211.91,209.26,211.34,11912240
2020-07-20 12:00:00+00:00,211.33,212.49,210.65,212.49,18920010
2020-07-20 16:00:00+00:00,212.34,213.92,212.26,213.82,5374270
2020-07-20 20:00:00+00:00,213.82,214.48,213.67,213.89,1958900
2020-07-21 04:00:00+00:00,215.0,218.3,214.38,218.27,23381860
2020-07-21 08:00:00+00:00,218.28,219.1,217.36,218.52,24699210
2020-07-21 12:00:00+00:00,218.52,218.73,215.59,216.07,24029230
2020-07-21 16:00:00+00:00,215.56,216.8,215.56,215.85,2874850
2020-07-21 20:00:00+00:00,215.85,216.0,215.71,215.73,255880
2020-07-22 04:00:00+00:00,215.98,217.65,214.1,214.87,12421020
2020-07-22 08:00:00+00:00,214.91,216.94,213.56,216.75,18989680
2020-07-22 12:00:00+00:00,216.77,217.37,215.91,216.8,15503710
2020-07-22 16:00:00+00:00,216.99,217.17,216.33,216.7,1315850
2020-07-22 20:00:00+00:00,216.69,216.83,216.56,216.71,188570
2020-07-23 04:00:00+00:00,217.49,219.28,217.3,218.99,12714400
2020-07-23 08:00:00+00:00,218.95,219.19,216.7,217.26,14281240
2020-07-23 12:00:00+00:00,217.25,217.5,216.32,216.71,13022040
2020-07-23 16:00:00+00:00,216.84,217.09,215.0,215.52,3027640
2020-07-23 20:00:00+00:00,215.52,215.7,215.3,215.41,303060
2020-07-24 04:00:00+00:00,214.78,215.37,213.63,215.27,9439860
2020-07-24 08:00:00+00:00,215.26,216.1,214.2,214.85,18091630
2020-07-24 12:00:00+00:00,214.85,216.86,214.06,216.86,19264560
2020-07-24 16:00:00+00:00,216.8,217.41,197.73,216.18,6193800
2020-07-24 20:00:00+00:00,216.16,216.29,215.91,215.97,385190
2020-07-27 04:00:00+00:00,216.64,217.05,215.15,215.92,7359650
2020-07-27 08:00:00+00:00,215.89,218.38,215.8,218.18,13768020
2020-07-27 12:00:00+00:00,218.24,218.25,215.49,215.49,15425090
2020-07-27 16:00:00+00:00,215.95,217.0,215.55,216.9,1486130
2020-07-27 20:00:00+00:00,216.81,216.95,216.57,216.9,243930
2020-07-28 04:00:00+00:00,216.82,217.42,216.2,216.51,5188690
2020-07-28 08:00:00+00:00,216.49,216.99,215.25,215.5,10221010
2020-07-28 12:00:00+00:00,215.54,216.42,215.26,216.42,7882020
2020-07-28 16:00:00+00:00,216.08,216.19,215.5,215.59,973010
2020-07-28 20:00:00+00:00,215.58,215.75,215.4,215.53,293160
2020-07-29 04:00:00+00:00,215.89,217.25,215.63,216.93,7000340
2020-07-29 08:00:00+00:00,217.04,217.93,216.61,217.78,11785280
2020-07-29 12:00:00+00:00,217.81,218.88,217.6,218.88,20104200
2020-07-29 16:00:00+00:00,218.45,219.0,218.3,218.72,1957600
2020-07-29 20:00:00+00:00,218.72,219.18,218.65,219.18,484820
2020-07-30 04:00:00+00:00,218.71,218.88,217.41,217.82,11719080
2020-07-30 08:00:00+00:00,217.79,217.98,216.8,217.48,13170070
2020-07-30 12:00:00+00:00,217.44,218.18,215.34,216.84,23181970
2020-07-30 16:00:00+00:00,216.63,218.04,216.63,217.95,2567830
2020-07-30 20:00:00+00:00,217.95,218.2,217.9,218.15,533180
2020-07-31 04:00:00+00:00,218.18,219.58,217.43,219.22,11464260
2020-07-31 08:00:00+00:00,219.22,221.32,219.2,220.89,25006160
2020-07-31 12:00:00+00:00,220.9,221.98,219.85,221.13,20909910
2020-07-31 16:00:00+00:00,220.8,221.5,220.45,221.46,1528400
2020-07-31 20:00:00+00:00,221.5,221.7,221.28,221.57,734820
2020-08-03 04:00:00+00:00,222.27,223.37,221.3,222.86,8954640
2020-08-03 08:00:00+00:00,222.86,227.37,222.7,226.57,33311210
2020-08-03 12:00:00+00:00,226.58,228.36,226.3,226.52,20647190
2020-08-03 16:00:00+00:00,226.5,227.0,226.27,226.82,1325650
2020-08-03 20:00:00+00:00,226.74,226.9,226.67,226.72,252820
2020-08-04 04:00:00+00:00,227.39,228.85,226.4,226.62,12011860
2020-08-04 08:00:00+00:00,226.62,227.57,225.63,226.5,12055830
2020-08-04 12:00:00+00:00,226.5,228.25,226.02,226.66,16541030
2020-08-04 16:00:00+00:00,226.69,227.24,226.6,226.98,1127270
2020-08-04 20:00:00+00:00,226.84,227.19,226.75,227.16,254450
2020-08-06 04:00:00+00:00,226.6,227.43,225.7,226.19,4860610
2020-08-06 08:00:00+00:00,226.19,226.7,225.2,225.72,9696850
2020-08-06 12:00:00+00:00,225.72,226.48,224.35,224.79,13846180
2020-08-06 16:00:00+00:00,224.61,226.2,224.61,225.96,1540610
2020-08-06 20:00:00+00:00,225.9,226.25,225.9,226.0,206590
2020-08-07 04:00:00+00:00,225.05,226.09,224.87,225.77,4992980
2020-08-07 08:00:00+00:00,225.77,227.6,224.46,226.43,18571780
2020-08-07 12:00:00+00:00,226.42,227.47,226.11,226.81,10194920
2020-08-07 16:00:00+00:00,226.63,227.2,226.53,227.13,1456910
2020-08-07 20:00:00+00:00,227.13,227.3,227.03,227.28,386600
2020-08-10 04:00:00+00:00,227.88,228.7,227.57,227.81,5681690
2020-08-10 08:00:00+00:00,227.85,228.18,225.1,225.77,16816910
2020-08-10 12:00:00+00:00,225.75,226.18,224.51,224.6,17812120
2020-08-10 16:00:00+00:00,225.18,226.12,225.1,226.0,2758810
2020-08-10 20:00:00+00:00,226.0,226.0,225.34,225.99,374440
2020-08-11 04:00:00+00:00,226.21,228.45,226.21,228.37,14043380
2020-08-11 08:00:00+00:00,228.35,231.35,227.81,230.9,31308620
2020-08-11 12:00:00+00:00,230.89,234.73,230.88,234.6,31759610
2020-08-11 16:00:00+00:00,234.6,234.7,232.35,232.35,4021070
2020-08-11 20:00:00+00:00,232.35,232.83,232.21,232.65,706510
2020-08-12 04:00:00+00:00,233.14,236.75,233.03,236.67,18348750
2020-08-12 08:00:00+00:00,236.67,239.66,236.25,238.61,38837740
2020-08-12 12:00:00+00:00,238.65,241.4,238.15,241.4,36424140
2020-08-12 16:00:00+00:00,241.0,242.19,240.1,241.81,6284070
2020-08-12 20:00:00+00:00,241.81,242.5,241.59,242.4,1061670
2020-08-13 04:00:00+00:00,242.14,242.3,239.4,240.45,12857770
2020-08-13 08:00:00+00:00,240.37,244.04,239.84,241.4,35803500
2020-08-13 12:00:00+00:00,241.34,242.65,238.57,242.54,34190690
2020-08-13 16:00:00+00:00,242.12,242.67,240.61,241.34,2514150
2020-08-13 20:00:00+00:00,241.34,241.54,241.2,241.39,266960
2020-08-14 04:00:00+00:00,242.0,242.22,239.18,239.41,8261170
2020-08-14 08:00:00+00:00,239.41,240.75,238.63,239.8,18622380
2020-08-14 12:00:00+00:00,239.75,240.49,238.47,239.5,15685880
2020-08-14 16:00:00+00:00,239.52,240.04,239.26,239.75,1095060
2020-08-14 20:00:00+00:00,239.75,240.1,239.7,239.99,586660
2020-08-17 04:00:00+00:00,240.8,242.35,240.25,241.38,14032590
2020-08-17 08:00:00+00:00,241.4,241.82,237.2,237.59,24562290
2020-08-17 12:00:00+00:00,237.51,238.49,234.5,237.01,35901890
2020-08-17 16:00:00+00:00,237.25,237.9,236.6,237.74,2271200
2020-08-17 20:00:00+00:00,237.74,237.96,237.5,237.8,242850
2020-08-18 04:00:00+00:00,236.88,237.79,235.82,237.42,6347200
2020-08-18 08:00:00+00:00,237.4,239.83,237.14,238.3,13223640
2020-08-18 12:00:00+00:00,238.3,238.93,235.69,235.8,16133480
2020-08-18 16:00:00+00:00,236.22,236.79,236.0,236.28,669760
2020-08-18 20:00:00+00:00,236.28,236.5,236.12,236.3,335130
2020-08-19 04:00:00+00:00,235.89,237.75,235.19,237.2,5964000
2020-08-19 08:00:00+00:00,237.21,239.6,236.5,239.44,13164610
2020-08-19 12:00:00+00:00,239.44,240.75,238.91,239.75,16694760
2020-08-19 16:00:00+00:00,240.0,240.0,239.03,239.11,2074450
2020-08-19 20:00:00+00:00,239.11,239.45,239.1,239.4,300650
2020-08-20 04:00:00+00:00,238.44,238.51,234.89,235.33,22464480
2020-08-20 08:00:00+00:00,235.32,235.83,233.26,233.42,38503510
2020-08-20 12:00:00+00:00,233.44,234.65,230.33,230.7,52267800
2020-08-20 16:00:00+00:00,231.25,232.95,230.82,232.84,3304830
2020-08-20 20:00:00+00:00,232.84,232.85,232.47,232.48,366400
2020-08-21 04:00:00+00:00,233.32,233.8,230.67,231.94,15568860
2020-08-21 08:00:00+00:00,231.97,236.5,229.34,229.68,73443220
2020-08-21 12:00:00+00:00,229.72,231.98,227.35,230.7,47486930
2020-08-21 16:00:00+00:00,231.29,231.62,230.88,231.49,1954760
2020-08-21 20:00:00+00:00,231.5,231.65,231.21,231.22,406520
2020-08-24 04:00:00+00:00,232.5,233.7,232.5,233.15,11670740
2020-08-24 08:00:00+00:00,233.15,233.5,231.2,231.69,16466980
2020-08-24 12:00:00+00:00,231.69,232.44,230.2,231.06,14400190
2020-08-24 16:00:00+00:00,231.01,231.61,230.59,231.46,1529690
2020-08-24 20:00:00+00:00,231.4,231.81,231.35,231.81,380680
2020-08-25 04:00:00+00:00,232.22,232.97,230.75,231.23,8123190
2020-08-25 08:00:00+00:00,231.23,231.47,228.63,229.44,21684580
2020-08-25 12:00:00+00:00,229.43,229.85,226.9,227.33,26092300
2020-08-25 16:00:00+00:00,227.17,227.98,227.02,227.9,2623550
2020-08-25 20:00:00+00:00,227.94,228.19,227.81,228.08,435520
2020-08-26 04:00:00+00:00,228.3,229.4,225.9,226.2,15156750
2020-08-26 08:00:00+00:00,226.17,228.23,224.7,227.07,36817740
2020-08-26 12:00:00+00:00,227.07,228.3,226.3,227.5,20849660
2020-08-26 16:00:00+00:00,227.45,227.9,227.13,227.61,1936280
2020-08-26 20:00:00+00:00,227.61,228.02,227.0,227.8,958910
2020-08-27 04:00:00+00:00,227.8,229.35,227.1,228.69,9340930
2020-08-27 08:00:00+00:00,228.81,229.98,226.53,227.15,18092480
2020-08-27 12:00:00+00:00,227.15,228.76,225.8,226.57,20557560
2020-08-27 16:00:00+00:00,226.75,226.95,225.6,226.21,2676560
2020-08-27 20:00:00+00:00,226.21,226.39,226.01,226.23,338010
2020-08-28 04:00:00+00:00,227.0,227.25,225.19,226.28,7504060
2020-08-28 08:00:00+00:00,226.25,228.1,225.67,226.59,15484510
2020-08-28 12:00:00+00:00,226.61,227.43,225.52,225.99,16295700
2020-08-28 16:00:00+00:00,226.38,226.59,225.99,226.45,1162980
2020-08-28 20:00:00+00:00,226.45,226.46,226.21,226.3,253330
2020-08-31 04:00:00+00:00,227.02,228.29,227.0,227.63,6449680
2020-08-31 08:00:00+00:00,227.69,229.71,227.45,227.99,19304780
2020-08-31 12:00:00+00:00,227.99,228.0,225.0,225.0,33512610
2020-08-31 16:00:00+00:00,225.57,226.38,225.23,226.19,2230470
2020-08-31 20:00:00+00:00,226.18,226.28,225.91,226.1,447100
2020-09-01 04:00:00+00:00,226.71,227.8,226.11,227.67,9070550
2020-09-01 08:00:00+00:00,227.68,227.83,226.01,227.03,10515710
2020-09-01 12:00:00+00:00,227.01,227.97,226.02,226.72,16474090
2020-09-01 16:00:00+00:00,226.99,227.39,226.7,227.38,1148690
2020-09-01 20:00:00+00:00,227.38,227.8,227.3,227.64,293830
2020-09-02 04:00:00+00:00,228.56,228.75,227.01,227.37,5250870
2020-09-02 08:00:00+00:00,227.37,228.04,226.69,227.21,8932230
2020-09-02 12:00:00+00:00,227.21,227.4,220.85,221.8,59665290
2020-09-02 16:00:00+00:00,221.9,222.98,221.81,222.73,3404900
2020-09-02 20:00:00+00:00,222.8,222.85,222.55,222.57,530540
2020-09-03 04:00:00+00:00,221.7,224.23,221.67,223.4,12011120
2020-09-03 08:00:00+00:00,223.38,223.82,221.31,222.28,19511840
2020-09-03 12:00:00+00:00,222.3,223.05,218.17,218.95,33780530
2020-09-03 16:00:00+00:00,218.55,219.35,218.0,218.4,3666250
2020-09-03 20:00:00+00:00,218.4,218.72,218.32,218.32,382590
2020-09-07 04:00:00+00:00,221.58,223.45,221.17,223.04,10961040
2020-09-07 08:00:00+00:00,223.07,224.2,220.89,221.58,26362100
2020-09-07 12:00:00+00:00,221.59,222.45,220.5,220.5,20358230
2020-09-07 16:00:00+00:00,220.8,221.32,220.52,221.25,1294150
2020-09-07 20:00:00+00:00,221.25,221.49,221.2,221.32,251500
2020-09-08 04:00:00+00:00,222.01,222.48,219.75,220.28,10057380
2020-09-08 08:00:00+00:00,220.28,220.74,217.31,217.9,27075340
2020-09-08 12:00:00+00:00,217.9,218.58,216.29,217.25,30236990
2020-09-08 16:00:00+00:00,217.44,218.49,217.44,217.73,2206350
2020-09-08 20:00:00+00:00,217.68,217.85,217.55,217.68,233310
2020-09-09 04:00:00+00:00,217.03,218.88,216.8,218.06,12133250
2020-09-09 08:00:00+00:00,218.06,218.75,217.28,218.4,15708310
2020-09-09 12:00:00+00:00,218.39,218.55,217.45,217.48,18137920
2020-09-09 16:00:00+00:00,217.76,218.36,217.71,218.17,1651240
2020-09-09 20:00:00+00:00,218.12,218.28,217.94,218.0,346880
2020-09-10 04:00:00+00:00,218.25,219.47,217.63,217.85,12602830
2020-09-10 08:00:00+00:00,217.84,218.13,215.79,218.13,22294440
2020-09-10 12:00:00+00:00,218.14,221.88,217.72,221.88,32254660
2020-09-10 16:00:00+00:00,221.5,222.15,220.31,220.56,3651160
2020-09-10 20:00:00+00:00,220.56,220.6,220.43,220.6,348910
2020-09-11 04:00:00+00:00,221.22,221.39,219.75,219.92,8399510
2020-09-11 08:00:00+00:00,219.92,223.15,219.86,222.63,14581010
2020-09-11 12:00:00+00:00,222.6,222.8,220.52,220.53,20136370
2020-09-11 16:00:00+00:00,220.58,221.18,220.54,220.98,2169740
2020-09-11 20:00:00+00:00,220.99,221.09,220.93,221.07,346880
2020-09-14 04:00:00+00:00,222.32,224.86,222.13,224.6,14080520
2020-09-14 08:00:00+00:00,224.6,225.14,223.17,224.24,16687070
2020-09-14 12:00:00+00:00,224.24,227.46,223.53,227.07,29245300
2020-09-14 16:00:00+00:00,227.0,227.54,226.74,227.44,2278360
2020-09-14 20:00:00+00:00,227.44,227.5,227.26,227.37,507250
2020-09-15 04:00:00+00:00,228.21,229.0,227.39,228.38,10006160
2020-09-15 08:00:00+00:00,228.35,231.5,228.3,231.02,28200920
2020-09-15 12:00:00+00:00,231.01,231.95,230.65,231.3,20881190
2020-09-15 16:00:00+00:00,231.39,231.5,230.99,231.11,2005490
2020-09-15 20:00:00+00:00,231.17,231.5,231.01,231.5,648730
2020-09-16 04:00:00+00:00,231.73,232.6,230.15,231.61,11307540
2020-09-16 08:00:00+00:00,231.61,231.93,230.3,231.19,13061510
2020-09-16 12:00:00+00:00,231.19,231.5,230.53,231.35,12334990
2020-09-16 16:00:00+00:00,231.16,231.8,231.01,231.19,2493610
2020-09-16 20:00:00+00:00,231.21,231.45,231.06,231.06,350180
2020-09-17 04:00:00+00:00,229.1,229.85,228.57,229.27,11563440
2020-09-17 08:00:00+00:00,229.27,230.25,228.64,229.91,12219930
2020-09-17 12:00:00+00:00,229.91,231.75,229.37,231.75,22921750
2020-09-17 16:00:00+00:00,231.5,231.75,231.02,231.37,1819930
2020-09-17 20:00:00+00:00,231.36,231.46,231.31,231.46,337510
2020-09-18 04:00:00+00:00,232.01,232.59,231.03,231.35,9993050
2020-09-18 08:00:00+00:00,231.38,232.25,230.84,231.2,9230000
2020-09-18 12:00:00+00:00,231.2,231.6,229.0,229.0,31378740
2020-09-18 16:00:00+00:00,229.44,230.19,229.11,229.59,3308860
2020-09-18 20:00:00+00:00,229.59,230.3,229.52,230.3,657550
2020-09-21 04:00:00+00:00,229.88,230.07,227.75,228.53,11260370
2020-09-21 08:00:00+00:00,228.55,228.86,225.02,226.53,27798790
2020-09-21 12:00:00+00:00,226.51,226.85,223.49,224.64,27216790
2020-09-21 16:00:00+00:00,224.88,226.26,224.87,226.26,2936410
2020-09-21 20:00:00+00:00,226.27,226.47,226.23,226.25,1040990
2020-09-22 04:00:00+00:00,226.01,227.75,225.46,226.87,10928880
2020-09-22 08:00:00+00:00,226.96,230.17,226.85,229.26,25373280
2020-09-22 12:00:00+00:00,229.34,230.28,227.03,227.03,22635970
2020-09-22 16:00:00+00:00,227.21,229.12,227.06,228.9,4879530
2020-09-22 20:00:00+00:00,228.94,230.02,228.82,229.88,2711460
2020-09-23 04:00:00+00:00,230.05,231.7,228.8,231.32,14580080
2020-09-23 08:00:00+00:00,231.39,231.9,230.16,231.0,18888610
2020-09-23 12:00:00+00:00,231.0,232.1,227.61,227.61,31901990
2020-09-23 16:00:00+00:00,227.94,229.2,227.63,228.1,5097860
2020-09-23 20:00:00+00:00,228.07,228.67,228.0,228.5,740940
2020-09-24 04:00:00+00:00,227.7,231.1,227.7,230.9,19045720
2020-09-24 08:00:00+00:00,230.9,230.9,225.75,227.9,34727460
2020-09-24 12:00:00+00:00,227.9,228.96,226.86,228.36,24097020
2020-09-24 16:00:00+00:00,228.4,228.79,227.61,228.26,3659380
2020-09-24 20:00:00+00:00,228.26,228.39,228.02,228.17,300510
2020-09-25 04:00:00+00:00,229.01,229.3,226.55,227.46,13398000
2020-09-25 08:00:00+00:00,227.46,228.33,226.4,227.52,19838470
2020-09-25 12:00:00+00:00,227.53,228.09,226.25,227.57,23680870
2020-09-25 16:00:00+00:00,227.6,228.5,227.57,228.29,2557990
2020-09-25 20:00:00+00:00,228.26,228.36,228.17,228.24,620600
2020-09-28 04:00:00+00:00,228.79,229.1,227.68,228.38,12085410
2020-09-28 08:00:00+00:00,228.38,229.55,228.0,228.27,19411360
2020-09-28 12:00:00+00:00,228.25,229.26,227.35,228.32,30976880
2020-09-28 16:00:00+00:00,228.4,228.78,228.26,228.5,1448340
2020-09-28 20:00:00+00:00,228.5,228.67,228.45,228.63,316450
2020-09-29 04:00:00+00:00,228.85,228.85,226.8,227.08,12185130
2020-09-29 08:00:00+00:00,227.08,227.3,224.5,225.54,36223470
2020-09-29 12:00:00+00:00,225.54,225.99,223.1,224.9,38424050
2020-09-29 16:00:00+00:00,224.85,225.7,224.56,225.35,3187180
2020-09-29 20:00:00+00:00,225.3,225.67,225.27,225.48,360280
2020-09-30 04:00:00+00:00,224.44,225.44,223.25,224.97,10682820
2020-09-30 08:00:00+00:00,224.96,228.07,224.6,227.65,26429040
2020-09-30 12:00:00+00:00,227.66,230.75,227.15,228.0,35341330
2020-09-30 16:00:00+00:00,228.14,229.5,228.14,229.14,5472120
2020-09-30 20:00:00+00:00,229.08,229.22,228.63,229.14,621760
2020-10-01 04:00:00+00:00,229.14,229.9,228.56,229.19,10642620
2020-10-01 08:00:00+00:00,229.17,229.5,227.59,229.08,21266070
2020-10-01 12:00:00+00:00,229.08,229.28,227.67,228.85,35636090
2020-10-01 16:00:00+00:00,228.86,228.86,226.92,227.11,7965120
2020-10-01 20:00:00+00:00,227.11,227.33,226.86,227.23,2185560
2020-10-02 04:00:00+00:00,210.4,211.39,207.77,208.4,51798740
2020-10-02 08:00:00+00:00,208.4,208.7,206.5,208.16,37806880
2020-10-02 12:00:00+00:00,208.1,208.7,207.54,208.16,19854310
2020-10-02 16:00:00+00:00,208.16,209.3,207.9,208.88,3461110
2020-10-02 20:00:00+00:00,208.88,208.98,208.75,208.8,412220
2020-10-05 04:00:00+00:00,209.6,210.69,208.3,208.9,9714680
2020-10-05 08:00:00+00:00,208.81,209.57,207.72,208.14,17797490
2020-10-05 12:00:00+00:00,208.14,209.06,207.84,208.79,15949420
2020-10-05 16:00:00+00:00,208.83,209.01,208.6,208.91,1753660
2020-10-05 20:00:00+00:00,208.9,209.0,208.77,208.89,288700
2020-10-06 04:00:00+00:00,209.0,210.35,208.35,210.05,13238910
2020-10-06 08:00:00+00:00,210.05,212.82,209.77,212.5,44877560
2020-10-06 12:00:00+00:00,212.51,212.99,211.77,212.21,22742180
2020-10-06 16:00:00+00:00,212.21,212.6,210.76,211.04,4893300
2020-10-06 20:00:00+00:00,211.04,211.36,211.0,211.18,1742190
2020-10-07 04:00:00+00:00,211.31,212.66,210.12,210.29,13336210
2020-10-07 08:00:00+00:00,210.29,210.83,209.03,210.01,25960730
2020-10-07 12:00:00+00:00,210.01,210.98,209.85,210.5,20413210
2020-10-07 16:00:00+00:00,210.14,210.82,210.05,210.62,1999580
2020-10-07 20:00:00+00:00,210.62,210.72,210.5,210.6,228830
2020-10-08 04:00:00+00:00,211.21,211.43,210.2,210.68,6464420
2020-10-08 08:00:00+00:00,210.68,210.93,208.21,208.43,18118120
2020-10-08 12:00:00+00:00,208.42,208.5,207.26,208.0,22828080
2020-10-08 16:00:00+00:00,207.99,208.44,207.69,208.11,1666340
2020-10-08 20:00:00+00:00,208.18,208.2,207.95,207.97,309760
2020-10-09 04:00:00+00:00,208.46,208.96,204.81,206.11,14566050
2020-10-09 08:00:00+00:00,206.11,207.25,204.4,206.91,25207760
2020-10-09 12:00:00+00:00,206.91,207.52,205.5,206.0,19559650
2020-10-09 16:00:00+00:00,206.38,206.67,205.78,205.9,1990460
2020-10-09 20:00:00+00:00,205.82,205.9,204.7,205.38,4140740
2020-10-12 04:00:00+00:00,205.97,206.93,204.57,206.5,7040550
2020-10-12 08:00:00+00:00,206.46,208.49,206.06,208.0,16447210
2020-10-12 12:00:00+00:00,207.99,208.28,205.43,205.58,26488180
2020-10-12 16:00:00+00:00,205.56,206.2,205.52,206.0,1599730
2020-10-12 20:00:00+00:00,206.0,206.25,205.97,206.18,484170
2020-10-13 04:00:00+00:00,205.92,206.44,205.35,205.8,6214240
2020-10-13 08:00:00+00:00,205.78,207.64,205.71,206.34,15253220
2020-10-13 12:00:00+00:00,206.34,206.68,204.77,205.0,22597680
2020-10-13 16:00:00+00:00,205.05,205.5,204.9,205.3,1672530
2020-10-13 20:00:00+00:00,205.3,205.37,205.03,205.03,257790
2020-10-14 04:00:00+00:00,205.13,206.35,204.78,206.33,7609090
2020-10-14 08:00:00+00:00,206.33,207.24,205.95,206.32,14989750
2020-10-14 12:00:00+00:00,206.27,208.0,205.78,207.8,21521300
2020-10-14 16:00:00+00:00,207.4,207.9,207.0,207.74,2413250
2020-10-14 20:00:00+00:00,207.74,207.84,207.63,207.83,266840
2020-10-15 04:00:00+00:00,207.45,207.57,206.26,206.53,8116680
2020-10-15 08:00:00+00:00,206.55,206.55,204.79,205.15,18856060
2020-10-15 12:00:00+00:00,205.18,205.45,201.95,203.35,45056590
2020-10-15 16:00:00+00:00,203.02,204.61,202.83,203.9,3957910
2020-10-15 20:00:00+00:00,203.92,204.0,203.56,203.85,465870
2020-10-16 04:00:00+00:00,204.01,204.25,202.01,203.02,11995340
2020-10-16 08:00:00+00:00,202.98,203.39,200.5,201.98,23480520
2020-10-16 12:00:00+00:00,201.99,202.78,201.06,201.22,28672900
2020-10-16 16:00:00+00:00,201.52,202.0,201.29,201.35,1529830
2020-10-16 20:00:00+00:00,201.35,201.4,201.11,201.17,528480
2020-10-19 04:00:00+00:00,201.59,203.68,201.59,202.63,12263370
2020-10-19 08:00:00+00:00,202.6,203.2,201.76,202.86,14682860
2020-10-19 12:00:00+00:00,202.87,204.0,202.02,203.84,16830810
2020-10-19 16:00:00+00:00,203.84,203.84,202.0,202.3,3153110
2020-10-19 20:00:00+00:00,202.3,202.83,202.25,202.78,458040
2020-10-20 04:00:00+00:00,203.0,204.2,202.5,204.05,6718660
2020-10-20 08:00:00+00:00,204.02,208.0,203.97,207.61,39641640
2020-10-20 12:00:00+00:00,207.63,209.76,206.92,209.08,30338600
2020-10-20 16:00:00+00:00,209.08,209.75,209.0,209.25,3233840
2020-10-20 20:00:00+00:00,209.23,209.64,209.15,209.54,961350
2020-10-21 04:00:00+00:00,210.04,213.25,209.8,212.68,24183500
2020-10-21 08:00:00+00:00,212.7,213.16,208.9,210.37,36411500
2020-10-21 12:00:00+00:00,210.36,210.77,209.4,210.07,18996340
